gen,sid,seed,u_star,realized_improvement,realized_harm
momask,011797,20507609,1.0,-0.0069,0
momask,011797,20507610,1.0,0.4637,0
momask,011806,20509608,0.0,0.0,0
momask,011806,20509609,0.0,0.0,0
momask,011806,20509610,0.0,0.0,0
momask,011823,20510608,0.0,0.0,0
momask,011823,20510609,0.0,0.0,0
momask,011823,20510610,0.0,0.0,0
momask,012219,20512608,0.0,0.0,0
momask,012219,20512609,0.0,0.0,0
momask,012219,20512610,0.0,0.0,0
momask,012355,20514608,0.0,0.0,0
momask,012355,20514609,0.0,0.0,0
momask,012355,20514610,0.0,0.0,0
momask,012388,20515608,0.0,0.0,0
momask,012388,20515609,0.0,0.0,0
momask,012388,20515610,0.0,0.0,0
momask,012400,20516608,0.0,0.0,0
momask,012400,20516609,0.5,0.1019,0
momask,012400,20516610,1.0,-0.2686,1
momask,012595,20521608,0.0,0.0,0
momask,012595,20521609,0.0,0.0,0
momask,012595,20521610,0.0,0.0,0
momask,012691,20524608,0.0,0.0,0
momask,012691,20524609,0.0,0.0,0
momask,012691,20524610,0.0,0.0,0
momask,012903,20525608,0.0,0.0,0
momask,012903,20525609,0.0,0.0,0
momask,012903,20525610,0.0,0.0,0
momask,012956,20526608,0.0,0.0,0
momask,012956,20526609,0.0,0.0,0
momask,012956,20526610,0.0,0.0,0
momask,012985,20528608,0.25,-0.1221,1
momask,012985,20528609,0.0,0.0,0
momask,012985,20528610,0.25,-0.0292,0
momask,013000,20529608,0.0,0.0,0
momask,013000,20529609,0.0,0.0,0
momask,013000,20529610,0.0,0.0,0
momask,013112,20531608,0.0,0.0,0
momask,013112,20531609,0.0,0.0,0
momask,013112,20531610,0.0,0.0,0
momask,013130,20532608,0.0,0.0,0
momask,013130,20532609,0.0,0.0,0
momask,013130,20532610,0.0,0.0,0
momask,013174,20533608,0.0,0.0,0
momask,013174,20533609,0.0,0.0,0
momask,013174,20533610,0.0,0.0,0
momask,013190,20534608,0.0,0.0,0
momask,013190,20534609,0.0,0.0,0
momask,013190,20534610,0.0,0.0,0
momask,013253,20537608,0.0,0.0,0
momask,013253,20537609,0.0,0.0,0
momask,013253,20537610,0.0,0.0,0
momask,013558,20541608,0.0,0.0,0
momask,013558,20541609,0.0,0.0,0
momask,013558,20541610,0.0,0.0,0
momask,013573,20542608,0.0,0.0,0
momask,013573,20542609,0.0,0.0,0
momask,013573,20542610,0.0,0.0,0
momask,013608,20543608,0.0,0.0,0
momask,013608,20543609,0.25,0.4733,0
momask,013608,20543610,1.0,0.0246,0
momask,013806,20545608,0.0,0.0,0
momask,013806,20545609,0.0,0.0,0
momask,013806,20545610,0.0,0.0,0
momask,013949,20546608,0.0,0.0,0
momask,013949,20546609,0.0,0.0,0
momask,013949,20546610,0.0,0.0,0
momask,014002,20547608,0.0,0.0,0
momask,014002,20547609,0.0,0.0,0
momask,014002,20547610,0.0,0.0,0
momask,014171,20549608,0.0,0.0,0
momask,014171,20549609,0.0,0.0,0
momask,014171,20549610,0.0,0.0,0
momask,014192,20550608,1.0,1.2327,0
momask,014192,20550609,1.0,0.5668,0
momask,014192,20550610,0.25,0.2538,0
momask,014395,20555608,1.0,0.1265,0
momask,014395,20555609,0.25,0.1328,0
momask,014395,20555610,1.0,0.3084,0
momask,014416,20556608,0.0,0.0,0
momask,014416,20556609,0.0,0.0,0
momask,014416,20556610,0.0,0.0,0
momask,014506,20557608,1.0,-0.1354,1
momask,014506,20557609,0.0,0.0,0
momask,014506,20557610,0.0,0.0,0
momask,014565,20558608,0.0,0.0,0
momask,014565,20558609,0.0,0.0,0
momask,014565,20558610,0.0,0.0,0
