gen,sid,seed,foot_skate,gait_implied_speed,root_speed_actual,root_gait_mismatch,mismatch_ratio,contact_run_mean,contact_fraction,path_length,straightness,locomotion_intent,n_frames
momask,007742,20429609,0.0015906880450382737,0.001833,0.000754,0.001079,2.431,112.0,1.0,0.0837,0.4276,ambiguous,112
momask,007742,20429610,0.001637811907779383,0.001949,0.000825,0.001124,2.363,112.0,1.0,0.0916,0.6213,ambiguous,112
momask,007777,20430608,0.004708416944726025,0.005291,0.002231,0.00306,2.371,44.0,1.0,0.0959,0.734,ambiguous,44
momask,007777,20430609,0.004903992639684871,0.00615,0.004011,0.002139,1.533,44.0,1.0,0.1725,0.3028,ambiguous,44
momask,007777,20430610,0.005295456443219231,0.007057,0.004307,0.00275,1.638,44.0,1.0,0.1852,0.5252,ambiguous,44
momask,007811,20431608,0.0032506432618658824,0.016372,0.014531,0.001842,1.127,21.2,0.8281,1.8454,0.9222,locomotion,128
momask,007811,20431609,0.003155563819559005,0.020268,0.019045,0.001223,1.064,20.7,0.8086,2.4187,0.9215,locomotion,128
momask,007811,20431610,0.003981713916356118,0.019478,0.01702,0.002458,1.144,21.9,0.8555,2.1615,0.9407,locomotion,128
momask,008069,20432608,0.00812259712637158,0.034001,0.032709,0.001293,1.04,19.06,0.7781,6.3782,0.634,locomotion,196
momask,008069,20432609,0.008104584116813054,0.033809,0.033231,0.000578,1.017,17.72,0.8138,6.48,0.1869,locomotion,196
momask,008069,20432610,0.009582168781268614,0.034103,0.032898,0.001205,1.037,18.11,0.8316,6.4151,0.4943,locomotion,196
momask,008087,20433608,0.001138520764411609,0.00126,0.000411,0.000849,3.064,148.0,1.0,0.0605,0.6449,in_place,148
momask,008087,20433609,0.0011270970467902295,0.001292,0.000534,0.000758,2.419,148.0,1.0,0.0785,0.709,in_place,148
momask,008087,20433610,0.0011670796962863193,0.001222,0.000515,0.000707,2.374,148.0,1.0,0.0756,0.885,in_place,148
momask,008131,20434608,0.001386120870834269,0.001593,0.000484,0.00111,3.294,124.0,1.0,0.0595,0.5233,ambiguous,124
momask,008131,20434609,0.0015416051642140798,0.001738,0.000448,0.00129,3.882,124.0,1.0,0.0551,0.6196,ambiguous,124
momask,008131,20434610,0.0015289924107115037,0.001765,0.000642,0.001123,2.748,124.0,1.0,0.079,0.4131,ambiguous,124
momask,008141,20435608,0.0015396108202520914,0.003271,0.002479,0.000792,1.319,188.0,1.0,0.4636,0.2977,ambiguous,188
momask,008141,20435609,0.001479480776127127,0.003255,0.002304,0.000951,1.413,188.0,1.0,0.4308,0.3556,ambiguous,188
momask,008141,20435610,0.0013808548960127088,0.003492,0.002631,0.000861,1.327,188.0,1.0,0.4919,0.2387,ambiguous,188
momask,008152,20436608,0.0025930383039439947,0.004261,0.001768,0.002493,2.41,196.0,1.0,0.3447,0.3399,ambiguous,196
momask,008152,20436609,0.002344941215793173,0.003955,0.00175,0.002204,2.26,192.5,0.9821,0.3413,0.3161,ambiguous,196
momask,008152,20436610,0.0024824641971114207,0.004285,0.002171,0.002114,1.974,196.0,1.0,0.4233,0.2359,ambiguous,196
momask,008157,20437608,0.006607046117694464,0.00919,0.010303,-0.001112,0.892,36.25,0.9062,0.8139,0.818,ambiguous,80
momask,008157,20437609,0.00476557497204654,0.012128,0.016014,-0.003887,0.757,23.33,0.875,1.2651,0.867,ambiguous,80
momask,008157,20437610,0.005634773256884342,0.012692,0.019151,-0.006459,0.663,21.33,0.8,1.5129,0.9174,ambiguous,80
momask,008159,20438608,0.002552502791707085,0.00455,0.00339,0.00116,1.342,196.0,1.0,0.661,0.1083,ambiguous,196
momask,008159,20438609,0.002181163240630771,0.003411,0.002483,0.000928,1.374,196.0,1.0,0.4841,0.5023,ambiguous,196
momask,008159,20438610,0.0020391590117151436,0.003119,0.002095,0.001024,1.489,196.0,1.0,0.4085,0.243,ambiguous,196
momask,008315,20439608,0.0013387967624108605,0.015034,0.022067,-0.007033,0.681,18.2,0.3447,2.8908,0.8915,locomotion,132
momask,008315,20439609,0.001195745862248136,0.017334,0.025261,-0.007927,0.686,14.43,0.3826,3.3091,0.8572,locomotion,132
momask,008315,20439610,0.0010337349324858283,0.012381,0.019674,-0.007293,0.629,20.75,0.3144,2.5773,0.8133,locomotion,132
momask,008333,20440608,0.003478245607254422,0.005033,0.003316,0.001717,1.518,92.0,1.0,0.3018,0.5821,ambiguous,92
momask,008333,20440609,0.0033638238793309533,0.00395,0.001956,0.001994,2.02,92.0,1.0,0.178,0.6868,ambiguous,92
momask,008333,20440610,0.005598723672205014,0.008891,0.00393,0.004961,2.262,59.33,0.9674,0.3576,0.409,ambiguous,92
momask,008349,20441608,0.0021386962396457176,0.005395,0.002926,0.002469,1.844,50.0,0.6048,0.3598,0.1196,in_place,124
momask,008349,20441609,0.0016802390634207002,0.005279,0.004323,0.000957,1.221,27.67,0.6694,0.5317,0.7456,in_place,124
momask,008349,20441610,0.0018799020718866333,0.00543,0.006098,-0.000668,0.89,40.0,0.6452,0.75,0.1817,in_place,124
momask,008382,20442608,0.0037380523620597623,0.006349,0.003229,0.003119,1.966,156.0,1.0,0.5006,0.1624,in_place,156
momask,008382,20442609,0.0040853011327435474,0.006936,0.003812,0.003123,1.819,102.67,0.9872,0.5909,0.3175,in_place,156
momask,008382,20442610,0.004212216499032931,0.007231,0.003342,0.003888,2.163,96.67,0.9295,0.5181,0.5239,in_place,156
momask,008484,20443608,0.003363336791741127,0.004281,0.001861,0.00242,2.301,64.0,1.0,0.1172,0.4597,ambiguous,64
momask,008484,20443609,0.004212323650565519,0.004852,0.003395,0.001457,1.429,64.0,1.0,0.2139,0.4593,ambiguous,64
momask,008484,20443610,0.0036778391488145688,0.005067,0.00362,0.001447,1.4,64.0,1.0,0.228,0.1334,ambiguous,64
momask,008517,20444608,0.0017488224968827317,0.00405,0.00365,0.0004,1.11,88.0,1.0,0.3175,0.2288,in_place,88
momask,008517,20444609,0.0017790053432497972,0.004625,0.004384,0.000241,1.055,88.0,1.0,0.3814,0.2493,in_place,88
momask,008517,20444610,0.0018266426236553492,0.004477,0.004032,0.000445,1.11,88.0,1.0,0.3508,0.1631,in_place,88
momask,008528,20445608,0.003626957462448025,0.009247,0.008128,0.001119,1.138,27.5,0.8088,0.5446,0.1755,ambiguous,68
momask,008528,20445609,0.0036418188472941205,0.01038,0.011093,-0.000713,0.936,28.0,0.8235,0.7432,0.449,ambiguous,68
momask,008528,20445610,0.0037502235849889804,0.006073,0.004993,0.00108,1.216,29.5,0.8676,0.3346,0.4542,ambiguous,68
momask,008664,20446608,0.0011435352455958342,0.001338,0.000445,0.000893,3.007,100.0,1.0,0.0441,0.5184,ambiguous,100
momask,008664,20446609,0.0012916779266751105,0.001549,0.000909,0.00064,1.705,100.0,1.0,0.09,0.5434,ambiguous,100
momask,008664,20446610,0.0015062933722427981,0.001876,0.001156,0.000721,1.624,100.0,1.0,0.1144,0.2951,ambiguous,100
momask,008668,20447608,0.0014727630151496838,0.001541,0.000485,0.001057,3.179,104.0,1.0,0.0499,0.4583,ambiguous,104
momask,008668,20447609,0.0014847715470711184,0.001643,0.000541,0.001102,3.039,104.0,1.0,0.0557,0.2073,ambiguous,104
momask,008668,20447610,0.0015334710237247797,0.00172,0.000495,0.001224,3.472,104.0,1.0,0.051,0.2849,ambiguous,104
momask,008775,20448608,0.00196771271659858,0.00275,0.001271,0.001479,2.163,196.0,1.0,0.2479,0.3891,ambiguous,196
momask,008775,20448609,0.002500738041609712,0.003644,0.00185,0.001794,1.97,196.0,1.0,0.3607,0.2528,ambiguous,196
momask,008775,20448610,0.0030397793964742647,0.004293,0.002175,0.002118,1.974,196.0,1.0,0.4241,0.1547,ambiguous,196
momask,008853,20449608,0.0038401734272708603,0.014438,0.010946,0.003491,1.319,6.0,0.4091,0.4707,0.4192,ambiguous,44
momask,008853,20449609,0.0043615640093066475,0.014859,0.008542,0.006317,1.739,17.25,0.7841,0.3673,0.6116,ambiguous,44
momask,008853,20449610,0.006190634112472507,0.025578,0.017056,0.008521,1.5,11.67,0.3977,0.7334,0.327,ambiguous,44
momask,008902,20450608,0.0013873173161297672,0.001782,0.000872,0.000909,2.043,196.0,1.0,0.1701,0.6031,in_place,196
momask,008902,20450609,0.0014379889814827766,0.00169,0.00084,0.000851,2.013,196.0,1.0,0.1638,0.6605,in_place,196
momask,008902,20450610,0.0014158242554813574,0.001654,0.000732,0.000922,2.259,196.0,1.0,0.1428,0.5522,in_place,196
momask,008904,20451608,0.004367819011209151,0.009335,0.006353,0.002982,1.469,130.0,0.9949,1.2388,0.4321,ambiguous,196
momask,008904,20451609,0.0041970508124258695,0.009625,0.006366,0.003259,1.512,77.2,0.9847,1.2414,0.5937,ambiguous,196
momask,008904,20451610,0.0035795775505834087,0.007725,0.004718,0.003007,1.637,196.0,1.0,0.9201,0.1049,ambiguous,196
momask,008934,20452608,0.005892031403509792,0.024584,0.025201,-0.000617,0.976,17.5,0.875,2.4949,0.8494,locomotion,100
momask,008934,20452609,0.005480232566838245,0.025575,0.027091,-0.001515,0.944,17.2,0.86,2.682,0.8637,locomotion,100
momask,008934,20452610,0.006049045143279891,0.025053,0.024171,0.000882,1.036,17.5,0.875,2.3929,0.8706,locomotion,100
momask,008936,20453608,0.018754538630978857,0.023957,0.04045,-0.016493,0.592,31.25,0.9766,2.5483,0.821,ambiguous,64
momask,008936,20453609,0.01278417679458106,0.028334,0.045688,-0.017354,0.62,14.71,0.8047,2.8784,0.8512,ambiguous,64
momask,008936,20453610,0.018004240844141036,0.034064,0.039255,-0.005191,0.868,23.4,0.9141,2.4731,0.9395,ambiguous,64
momask,009041,20454608,0.006705379177002547,0.012326,0.011544,0.000782,1.068,108.0,1.0,1.2352,0.3106,ambiguous,108
momask,009041,20454609,0.00467843687297785,0.011111,0.009671,0.00144,1.149,71.67,0.9954,1.0347,0.5173,ambiguous,108
momask,009041,20454610,0.0044123453068615525,0.0129,0.010871,0.002029,1.187,68.33,0.9491,1.1632,0.3945,ambiguous,108
momask,009123,20455608,0.0016164806529641584,0.018382,0.05686,-0.038478,0.323,18.17,0.4258,7.2212,0.9804,locomotion,128
momask,009123,20455609,0.001527100844896861,0.037204,0.073064,-0.035859,0.509,18.33,0.2148,9.2791,0.9932,locomotion,128
momask,009123,20455610,0.004078455829200852,0.053167,0.085639,-0.032471,0.621,8.42,0.3945,10.8761,0.9819,locomotion,128
momask,009351,20456608,0.003930719747463783,0.007421,0.007359,6.2e-05,1.008,112.0,1.0,0.8168,0.2869,ambiguous,112
momask,009351,20456609,0.0030396376696820186,0.007253,0.006359,0.000894,1.141,53.25,0.9509,0.7059,0.1487,ambiguous,112
momask,009351,20456610,0.003463477904854566,0.007256,0.007145,0.000111,1.015,54.25,0.9688,0.7931,0.2085,ambiguous,112
momask,009405,20457608,0.006556166974952924,0.032783,0.034878,-0.002095,0.94,14.87,0.8199,4.7085,0.2792,locomotion,136
momask,009405,20457609,0.007632438703408881,0.029823,0.030231,-0.000407,0.987,17.15,0.8199,4.0811,0.3704,locomotion,136
momask,009405,20457610,0.005720160024886255,0.027857,0.030668,-0.002811,0.908,14.87,0.8199,4.1402,0.2059,locomotion,136
momask,009410,20458608,0.001854086289776568,0.022207,0.02729,-0.005084,0.814,26.7,0.6811,5.3216,0.9453,ambiguous,196
momask,009410,20458609,0.002514291235048322,0.019453,0.022105,-0.002652,0.88,23.58,0.7219,4.3106,0.9472,ambiguous,196
momask,009410,20458610,0.002700245181788993,0.021472,0.024209,-0.002737,0.887,18.25,0.7449,4.7207,0.9389,ambiguous,196
momask,009443,20459608,0.001571892867218501,0.003943,0.001766,0.002177,2.233,65.67,0.5026,0.3443,0.1613,ambiguous,196
momask,009443,20459609,0.0023612398279366127,0.004672,0.001926,0.002746,2.425,86.0,0.6582,0.3756,0.4222,ambiguous,196
momask,009443,20459610,0.0018028574969074825,0.004139,0.002351,0.001789,1.761,110.5,0.5638,0.4583,0.6509,ambiguous,196
momask,009449,20460608,0.0011588935190087956,0.001283,0.000468,0.000815,2.743,192.0,1.0,0.0893,0.7,ambiguous,192
momask,009449,20460609,0.0013161831036340933,0.001481,0.00049,0.000991,3.02,192.0,1.0,0.0937,0.6964,ambiguous,192
momask,009449,20460610,0.001147089488369818,0.001282,0.000394,0.000888,3.252,192.0,1.0,0.0753,0.6725,ambiguous,192
momask,009562,20461608,0.004378957487945434,0.047405,0.042026,0.005379,1.128,8.91,0.5833,3.4881,0.9847,locomotion,84
momask,009562,20461609,0.005992124485902551,0.049728,0.046195,0.003533,1.076,10.09,0.6607,3.8342,0.9842,locomotion,84
momask,009562,20461610,0.003281082136727308,0.029788,0.0339,-0.004112,0.879,17.6,0.5238,2.8137,0.9815,locomotion,84
momask,009710,20462608,0.0021744037904826838,0.002458,0.000762,0.001696,3.226,196.0,1.0,0.1486,0.6703,in_place,196
momask,009710,20462609,0.002238292941960742,0.002599,0.000844,0.001754,3.078,196.0,1.0,0.1646,0.4393,in_place,196
momask,009710,20462610,0.0025901279376003734,0.00347,0.001315,0.002155,2.639,196.0,1.0,0.2564,0.2456,in_place,196
momask,009716,20463608,0.0022932609506923743,0.003106,0.001049,0.002057,2.961,184.0,0.9388,0.2046,0.4429,ambiguous,196
momask,009716,20463609,0.0024147002596947888,0.003178,0.001096,0.002083,2.901,186.0,0.949,0.2136,0.2596,ambiguous,196
momask,009716,20463610,0.0025426809810663626,0.004218,0.002891,0.001327,1.459,92.5,0.9439,0.5637,0.5295,ambiguous,196
momask,009727,20464608,0.006581535421687106,0.028781,0.031316,-0.002535,0.919,18.36,0.6645,4.7287,0.0942,ambiguous,152
momask,009727,20464609,0.008243858607624508,0.028566,0.031273,-0.002707,0.913,21.36,0.773,4.7223,0.0891,ambiguous,152
momask,009727,20464610,0.008086805217524116,0.030711,0.030634,7.7e-05,1.003,24.1,0.7928,4.6257,0.0213,ambiguous,152
momask,009749,20465608,0.00138067743476806,0.003034,0.002445,0.00059,1.241,196.0,1.0,0.4767,0.1205,ambiguous,196
momask,009749,20465609,0.0012715066617146114,0.002933,0.002304,0.000628,1.273,196.0,1.0,0.4493,0.196,ambiguous,196
momask,009749,20465610,0.0013005745883541582,0.002791,0.002201,0.000591,1.268,196.0,1.0,0.4291,0.2437,ambiguous,196
momask,009762,20466608,0.005923597365450948,0.016173,0.015737,0.000436,1.028,47.0,0.8393,3.0687,0.3696,ambiguous,196
momask,009762,20466609,0.004512650294944754,0.015855,0.015297,0.000558,1.036,33.22,0.7628,2.9828,0.1372,ambiguous,196
momask,009762,20466610,0.005684661955573838,0.018444,0.015443,0.003001,1.194,30.8,0.7857,3.0114,0.1389,ambiguous,196
momask,009776,20467608,0.004350678451669668,0.007551,0.005057,0.002494,1.493,71.33,0.9907,0.5411,0.0263,ambiguous,108
momask,009776,20467609,0.003870116003154575,0.008936,0.006395,0.002541,1.397,71.67,0.9954,0.6842,0.22,ambiguous,108
momask,009776,20467610,0.004471331032264274,0.009407,0.006691,0.002717,1.406,52.5,0.9722,0.7159,0.3501,ambiguous,108
momask,009924,20468608,0.00703171879806679,0.030326,0.047823,-0.017496,0.634,13.78,0.4844,6.0735,0.6408,locomotion,128
momask,009924,20468609,0.007871442667657946,0.031839,0.048885,-0.017047,0.651,17.9,0.6992,6.2084,0.4999,locomotion,128
momask,009924,20468610,0.007265879901379181,0.038288,0.048143,-0.009855,0.795,11.36,0.6211,6.1142,0.1794,locomotion,128
momask,009945,20469608,0.002201122380325926,0.018658,0.025985,-0.007327,0.718,15.29,0.5144,2.6765,0.9781,locomotion,104
momask,009945,20469609,0.0016242013404291343,0.012362,0.021905,-0.009543,0.564,22.5,0.4327,2.2562,0.9802,locomotion,104
momask,009945,20469610,0.001862767733527653,0.011712,0.022083,-0.010371,0.53,23.5,0.4519,2.2745,0.9654,locomotion,104
momask,009996,20470608,0.0019961069843377533,0.003483,0.003098,0.000384,1.124,129.33,0.9898,0.6042,0.7516,ambiguous,196
momask,009996,20470609,0.0012676000832718755,0.001667,0.000776,0.000891,2.147,196.0,1.0,0.1514,0.2691,ambiguous,196
momask,009996,20470610,0.0014385528616422739,0.002034,0.001216,0.000818,1.673,196.0,1.0,0.237,0.1894,ambiguous,196
momask,010037,20471608,0.0066341998406814024,0.017294,0.01144,0.005853,1.512,40.67,0.8472,0.8123,0.2472,ambiguous,72
momask,010037,20471609,0.003704605943756993,0.016145,0.012432,0.003714,1.299,14.33,0.5972,0.8826,0.3772,ambiguous,72
momask,010037,20471610,0.005482349522080378,0.012955,0.011094,0.00186,1.168,30.0,0.8333,0.7877,0.454,ambiguous,72
momask,010043,20472608,0.007847371946170714,0.019147,0.017194,0.001953,1.114,49.43,0.9611,3.0777,0.5191,ambiguous,180
momask,010043,20472609,0.007962262988994703,0.01716,0.015257,0.001903,1.125,88.75,0.9861,2.731,0.133,ambiguous,180
momask,010043,20472610,0.006598739528671009,0.01671,0.016973,-0.000263,0.985,70.4,0.9778,3.0382,0.1073,ambiguous,180
momask,010076,20473608,0.010170835396151615,0.023308,0.017216,0.006092,1.354,58.5,0.975,2.0487,0.9634,in_place,120
momask,010076,20473609,0.007544876813517268,0.021051,0.015514,0.005537,1.357,44.4,0.925,1.8461,0.976,in_place,120
momask,010076,20473610,0.007176174000646642,0.023927,0.019643,0.004284,1.218,27.5,0.9167,2.3375,0.968,in_place,120
momask,010116,20474608,0.0065821278059635694,0.040976,0.039668,0.001308,1.033,14.1,0.7551,7.7354,0.3145,locomotion,196
momask,010116,20474609,0.008746892484265474,0.044109,0.040839,0.003269,1.08,12.83,0.7526,7.9637,0.024,locomotion,196
momask,010116,20474610,0.0089471555143357,0.040633,0.040403,0.00023,1.006,12.74,0.7474,7.8786,0.5121,locomotion,196
momask,010135,20475608,0.004172074936137307,0.005018,0.000836,0.004182,6.004,76.0,1.0,0.0627,0.6221,in_place,76
momask,010135,20475609,0.003809101583860738,0.004288,0.000708,0.00358,6.058,76.0,1.0,0.0531,0.4718,in_place,76
momask,010135,20475610,0.004461467599343424,0.005093,0.000857,0.004236,5.945,76.0,1.0,0.0643,0.7388,in_place,76
momask,010142,20476608,0.0014088488322005735,0.003248,0.002401,0.000848,1.353,196.0,1.0,0.4681,0.2089,ambiguous,196
momask,010142,20476609,0.001486430759837891,0.003436,0.002801,0.000635,1.227,196.0,1.0,0.5462,0.1837,ambiguous,196
momask,010142,20476610,0.0014501486425437143,0.00377,0.002999,0.000771,1.257,196.0,1.0,0.5849,0.2039,ambiguous,196
momask,010150,20477608,0.0028499073581459097,0.006837,0.00537,0.001466,1.273,76.6,0.977,1.0472,0.3866,in_place,196
momask,010150,20477609,0.004584386250952643,0.009949,0.006471,0.003478,1.538,196.0,1.0,1.2618,0.417,in_place,196
momask,010150,20477610,0.0036919150798620875,0.008257,0.005715,0.002541,1.445,129.67,0.9923,1.1145,0.4555,in_place,196
momask,010161,20478608,0.0024567743798897044,0.003436,0.000895,0.002541,3.84,178.5,0.9107,0.1745,0.1975,in_place,196
momask,010161,20478609,0.0019692332289083124,0.002356,0.00093,0.001427,2.535,196.0,1.0,0.1813,0.3381,in_place,196
momask,010161,20478610,0.0026415284151095004,0.003768,0.000987,0.00278,3.815,126.67,0.9694,0.1926,0.0991,in_place,196
momask,010199,20479608,0.008370461434579608,0.042755,0.04843,-0.005675,0.883,13.65,0.6964,9.4439,0.3511,ambiguous,196
momask,010199,20479609,0.008637813040455336,0.028231,0.036865,-0.008634,0.766,21.23,0.7041,7.1887,0.5955,ambiguous,196
momask,010199,20479610,0.009219558627025564,0.04847,0.057957,-0.009488,0.836,14.35,0.6224,11.3017,0.1944,ambiguous,196
momask,010226,20480608,0.003132056139471663,0.00539,0.003726,0.001664,1.447,196.0,1.0,0.7266,0.1239,ambiguous,196
momask,010226,20480609,0.0031147757537548946,0.00509,0.003698,0.001392,1.376,196.0,1.0,0.7212,0.248,ambiguous,196
momask,010226,20480610,0.0030445073154608654,0.005256,0.0037,0.001556,1.421,196.0,1.0,0.7214,0.1301,ambiguous,196
momask,010248,20481608,0.0012920727424242764,0.029137,0.010419,0.018717,2.796,13.8,0.176,2.0317,0.5025,locomotion,196
momask,010248,20481609,0.002024311066823014,0.032571,0.009938,0.022633,3.277,14.8,0.1888,1.9378,0.4305,locomotion,196
momask,010248,20481610,0.0016787766171686487,0.033975,0.011599,0.022376,2.929,21.33,0.1633,2.2617,0.4247,locomotion,196
momask,010254,20482608,0.0042428183522576915,0.007576,0.005426,0.00215,1.396,192.0,0.9796,1.058,0.3582,in_place,196
momask,010254,20482609,0.007212516382182791,0.018628,0.011488,0.00714,1.622,21.0,0.6964,2.2401,0.4158,in_place,196
momask,010254,20482610,0.007152202572315982,0.019244,0.011763,0.007481,1.636,22.69,0.7526,2.2939,0.5195,in_place,196
momask,010315,20483608,0.0056118539686983975,0.01474,0.01066,0.004081,1.383,84.33,0.9883,1.3538,0.1441,locomotion,128
momask,010315,20483609,0.006677837342457991,0.017466,0.01272,0.004746,1.373,49.6,0.9688,1.6154,0.2367,locomotion,128
momask,010315,20483610,0.007271385522020774,0.017355,0.014715,0.002639,1.179,50.0,0.9766,1.8689,0.1428,locomotion,128
momask,010388,20484608,0.003712244286893553,0.004084,0.001182,0.002902,3.456,44.0,1.0,0.0508,0.1699,ambiguous,44
momask,010388,20484609,0.00349205922556177,0.004171,0.001115,0.003057,3.743,44.0,1.0,0.0479,0.2461,ambiguous,44
momask,010388,20484610,0.0032559561938030044,0.00404,0.000918,0.003123,4.403,44.0,1.0,0.0395,0.1746,ambiguous,44
momask,010409,20485608,0.004304944284242887,0.008967,0.009811,-0.000845,0.914,55.67,0.9489,0.8536,0.917,ambiguous,88
momask,010409,20485609,0.00532001976464374,0.009814,0.008404,0.001409,1.168,57.67,0.983,0.7312,0.8738,ambiguous,88
momask,010409,20485610,0.0034879903910571062,0.010612,0.013599,-0.002987,0.78,32.2,0.9148,1.1831,0.8843,ambiguous,88
momask,010447,20486608,0.004047111137571685,0.014953,0.037945,-0.022992,0.394,25.0,0.4464,7.3993,0.5474,ambiguous,196
momask,010447,20486609,0.004420045390719546,0.018338,0.042227,-0.023888,0.434,23.12,0.4719,8.2342,0.1969,ambiguous,196
