gen,sid,seed,foot_skate,gait_implied_speed,root_speed_actual,root_gait_mismatch,mismatch_ratio,contact_run_mean,contact_fraction,path_length,straightness,locomotion_intent,n_frames
motiongpt,006145,20395608,0.001867904680987139,0.00315,0.003007,0.000143,1.048,184.0,1.0,0.5503,0.2181,ambiguous,184
motiongpt,006145,20395609,0.0022195001708134386,0.00441,0.002921,0.001489,1.51,117.33,0.9565,0.5345,0.1746,ambiguous,184
motiongpt,006145,20395610,0.003177434613585692,0.004891,0.003778,0.001113,1.295,116.0,1.0,0.4345,0.1327,ambiguous,116
motiongpt,006185,20396608,0.011539073098745951,0.066426,0.078416,-0.01199,0.847,8.63,0.5944,15.2911,0.3408,locomotion,196
motiongpt,006185,20396609,0.013172672882858885,0.062996,0.077033,-0.014037,0.818,10.25,0.6276,15.0213,0.2536,locomotion,196
motiongpt,006185,20396610,0.006128272480382998,0.051233,0.064648,-0.013415,0.792,6.78,0.4668,12.6064,0.0856,locomotion,196
motiongpt,006236,20397608,0.007925111323546303,0.028276,0.028509,-0.000233,0.992,24.58,0.8194,5.1031,0.4511,ambiguous,180
motiongpt,006236,20397609,0.008077892173427598,0.021046,0.015443,0.005603,1.363,30.0,0.8333,2.7643,0.0362,ambiguous,180
motiongpt,006236,20397610,0.010198128821955433,0.033812,0.029097,0.004715,1.162,14.07,0.7695,3.6954,0.019,ambiguous,128
motiongpt,006281,20398608,0.008162360607136107,0.024401,0.020733,0.003667,1.177,33.88,0.7057,3.9601,0.2344,locomotion,192
motiongpt,006281,20398609,0.004039322727003674,0.008352,0.007593,0.000758,1.1,196.0,1.0,1.4807,0.1208,locomotion,196
motiongpt,006281,20398610,0.008690805625988555,0.011901,0.006799,0.005103,1.751,16.0,1.0,0.102,0.8941,locomotion,16
motiongpt,006371,20399608,0.004791504507763101,0.008322,0.005604,0.002719,1.485,115.0,0.8801,1.0927,0.1477,ambiguous,196
motiongpt,006371,20399609,0.0029303544528688453,0.00372,0.001514,0.002207,2.458,168.0,1.0,0.2528,0.2026,ambiguous,168
motiongpt,006371,20399610,0.004791504507763101,0.008322,0.005604,0.002719,1.485,115.0,0.8801,1.0927,0.1477,ambiguous,196
motiongpt,006383,20400608,0.00258155438157186,0.024591,0.023345,0.001246,1.053,21.17,0.324,4.5522,0.4366,locomotion,196
motiongpt,006383,20400609,0.00258155438157186,0.024591,0.023345,0.001246,1.053,21.17,0.324,4.5522,0.4366,locomotion,196
motiongpt,006383,20400610,0.00258155438157186,0.024591,0.023345,0.001246,1.053,21.17,0.324,4.5522,0.4366,locomotion,196
motiongpt,006420,20401608,0.007752834598643871,0.032723,0.035167,-0.002444,0.931,20.08,0.7724,5.4509,0.9165,ambiguous,156
motiongpt,006420,20401609,0.01463567318058665,0.035211,0.019221,0.015989,1.832,25.31,0.8568,3.6713,0.1481,ambiguous,192
motiongpt,006420,20401610,0.00872296769512096,0.023999,0.019068,0.004931,1.259,29.88,0.9053,2.4979,0.1442,ambiguous,132
motiongpt,006426,20402608,0.01656753249021185,0.041385,0.04494,-0.003555,0.921,23.75,0.8482,2.4717,0.6673,locomotion,56
motiongpt,006426,20402609,0.011691836475536486,0.031481,0.030246,0.001235,1.041,13.83,0.7411,1.6635,0.8001,locomotion,56
motiongpt,006426,20402610,0.009448985989957475,0.029768,0.028546,0.001222,1.043,20.4,0.9107,1.57,0.218,locomotion,56
motiongpt,006442,20403608,0.0032152987287423886,0.003738,0.001266,0.002472,2.953,196.0,1.0,0.2468,0.9783,ambiguous,196
motiongpt,006442,20403609,0.002892384799795701,0.006293,0.002946,0.003347,2.136,92.67,0.7092,0.5745,0.3035,ambiguous,196
motiongpt,006442,20403610,0.0027707704483821956,0.006443,0.002938,0.003505,2.193,89.67,0.7005,0.5612,0.3089,ambiguous,192
motiongpt,006477,20404608,0.008203607169419981,0.023689,0.020154,0.003535,1.175,31.91,0.9335,3.7688,0.7624,locomotion,188
motiongpt,006477,20404609,0.008203607169419981,0.023689,0.020154,0.003535,1.175,31.91,0.9335,3.7688,0.7624,locomotion,188
motiongpt,006477,20404610,0.008203607169419981,0.023689,0.020154,0.003535,1.175,31.91,0.9335,3.7688,0.7624,locomotion,188
motiongpt,006521,20405608,0.0038645211976095634,0.00553,0.002253,0.003277,2.455,187.5,0.9566,0.4393,0.0833,ambiguous,196
motiongpt,006521,20405609,0.003548319405731151,0.004375,0.001549,0.002826,2.824,196.0,1.0,0.3021,0.2094,ambiguous,196
motiongpt,006521,20405610,0.005041598416969484,0.007911,0.004433,0.003478,1.784,122.67,0.9583,0.8467,0.207,ambiguous,192
motiongpt,006568,20406608,0.002393377988635575,0.002593,0.000883,0.00171,2.936,152.0,1.0,0.1334,0.8854,ambiguous,152
motiongpt,006568,20406609,0.0024016483258277547,0.002576,0.000908,0.001668,2.838,152.0,1.0,0.1371,0.9023,ambiguous,152
motiongpt,006568,20406610,0.0024016483258277547,0.002576,0.000908,0.001668,2.838,152.0,1.0,0.1371,0.9023,ambiguous,152
motiongpt,006620,20407608,0.009371967846257075,0.048006,0.045113,0.002893,1.064,9.67,0.7552,4.2857,0.9958,locomotion,96
motiongpt,006620,20407609,0.008425481365106806,0.048345,0.045956,0.002389,1.052,9.47,0.7396,4.3658,0.9926,locomotion,96
motiongpt,006620,20407610,0.009174053671895409,0.048017,0.045107,0.002911,1.065,9.67,0.7552,4.2851,0.9958,locomotion,96
motiongpt,006631,20408608,0.002303746443946478,0.004293,0.003804,0.000489,1.129,80.0,1.0,0.3005,0.3766,ambiguous,80
motiongpt,006631,20408609,0.004053409607938404,0.006688,0.003111,0.003577,2.15,35.5,0.8875,0.2458,0.3608,ambiguous,80
motiongpt,006631,20408610,0.004053409607938404,0.006688,0.003111,0.003577,2.15,35.5,0.8875,0.2458,0.3608,ambiguous,80
motiongpt,006652,20409608,0.006856285855711941,0.015182,0.00682,0.008362,2.226,9.07,0.625,1.33,0.1244,ambiguous,196
motiongpt,006652,20409609,0.006818164978444413,0.01612,0.007039,0.009082,2.29,8.57,0.6122,1.3725,0.1847,ambiguous,196
motiongpt,006652,20409610,0.006818164978444413,0.01612,0.007039,0.009082,2.29,8.57,0.6122,1.3725,0.1847,ambiguous,196
motiongpt,006701,20410608,0.0060939458483441535,0.02218,0.020947,0.001233,1.059,26.14,0.8472,2.2414,0.9754,locomotion,108
motiongpt,006701,20410609,0.00695995314847675,0.025264,0.023244,0.002021,1.087,20.67,0.8611,2.4871,0.915,locomotion,108
motiongpt,006701,20410610,0.009164239120424923,0.026875,0.022796,0.004079,1.179,21.44,0.8935,2.4391,0.935,locomotion,108
motiongpt,006806,20411608,0.00591218920945088,0.024459,0.026381,-0.001922,0.927,17.45,0.8571,2.9283,0.8421,locomotion,112
motiongpt,006806,20411609,0.006246988183280611,0.031724,0.034218,-0.002494,0.927,14.0,0.75,2.8401,0.8841,locomotion,84
motiongpt,006806,20411610,0.004570899344322888,0.031694,0.038407,-0.006713,0.825,12.12,0.6382,2.8805,0.919,locomotion,76
motiongpt,006814,20412608,0.0022134663090927135,0.025045,0.021661,0.003384,1.156,21.17,0.4178,3.2709,0.9792,locomotion,152
motiongpt,006814,20412609,0.003076176951459513,0.02654,0.020102,0.006437,1.32,17.0,0.4474,3.0354,0.9782,locomotion,152
motiongpt,006814,20412610,0.0022134663090927135,0.025045,0.021661,0.003384,1.156,21.17,0.4178,3.2709,0.9792,locomotion,152
motiongpt,006839,20413608,0.005346348570025276,0.029451,0.025494,0.003957,1.155,16.06,0.7372,4.9713,0.3266,locomotion,196
motiongpt,006839,20413609,0.005346348570025276,0.029451,0.025494,0.003957,1.155,16.06,0.7372,4.9713,0.3266,locomotion,196
motiongpt,006839,20413610,0.005346348570025276,0.029451,0.025494,0.003957,1.155,16.06,0.7372,4.9713,0.3266,locomotion,196
motiongpt,006852,20414608,0.011822342440532931,0.01691,0.005419,0.011491,3.12,56.0,1.0,0.2981,0.1714,ambiguous,56
motiongpt,006852,20414609,0.00588129693831936,0.006357,0.003151,0.003206,2.017,44.0,1.0,0.1355,0.7369,ambiguous,44
motiongpt,006852,20414610,0.011550599779790725,0.020558,0.013916,0.006642,1.477,30.33,0.8125,0.7654,0.888,ambiguous,56
motiongpt,006979,20415608,0.002322695284927456,0.002414,0.001017,0.001397,2.374,196.0,1.0,0.1983,0.9128,in_place,196
motiongpt,006979,20415609,0.002322695284927456,0.002414,0.001017,0.001397,2.374,196.0,1.0,0.1983,0.9128,in_place,196
motiongpt,006979,20415610,0.002322695284927456,0.002414,0.001017,0.001397,2.374,196.0,1.0,0.1983,0.9128,in_place,196
motiongpt,006980,20416608,0.008270687632557196,0.037885,0.03898,-0.001094,0.972,15.89,0.8125,3.3912,0.9894,locomotion,88
motiongpt,006980,20416609,0.0060139586196523,0.036442,0.037288,-0.000847,0.977,14.67,0.75,3.2441,0.9829,locomotion,88
motiongpt,006980,20416610,0.008270687632557196,0.037885,0.03898,-0.001094,0.972,15.89,0.8125,3.3912,0.9894,locomotion,88
motiongpt,006987,20417608,0.0045449659797945465,0.008665,0.006437,0.002228,1.346,108.0,0.9878,1.0492,0.1129,ambiguous,164
motiongpt,006987,20417609,0.008135639156152234,0.020578,0.016385,0.004193,1.256,38.25,0.9329,2.6707,0.0657,ambiguous,164
motiongpt,006987,20417610,0.011466837364460598,0.024093,0.018415,0.005678,1.308,30.33,0.9479,0.8655,0.2582,ambiguous,48
motiongpt,007097,20418608,0.010316200897837281,0.036903,0.031036,0.005868,1.189,22.91,0.8514,4.5623,0.1092,locomotion,148
motiongpt,007097,20418609,0.009525132810573867,0.040061,0.034255,0.005806,1.17,18.59,0.8229,6.5427,0.1588,locomotion,192
motiongpt,007097,20418610,0.007163211036009238,0.023173,0.02036,0.002813,1.138,31.0,0.8807,3.563,0.6437,locomotion,176
motiongpt,007134,20419608,0.0073326006537566355,0.046797,0.046763,3.4e-05,1.001,10.11,0.6894,6.1259,0.0942,locomotion,132
motiongpt,007134,20419609,0.007692957362317759,0.036926,0.040437,-0.003512,0.913,12.47,0.7083,5.2973,0.082,locomotion,132
motiongpt,007134,20419610,0.00630425646316896,0.040092,0.038867,0.001225,1.032,11.81,0.7159,5.0915,0.013,locomotion,132
motiongpt,007314,20420608,0.007026820088563945,0.028742,0.02876,-1.8e-05,0.999,15.56,0.7955,2.5022,0.9801,locomotion,88
motiongpt,007314,20420609,0.0021543046205198257,0.008565,0.013891,-0.005325,0.617,39.8,0.7107,1.9308,0.9302,locomotion,140
motiongpt,007314,20420610,0.004615143543469572,0.02402,0.022066,0.001954,1.089,19.9,0.8292,2.6259,0.9523,locomotion,120
motiongpt,007409,20421608,0.006537424534595469,0.014756,0.009594,0.005161,1.538,72.8,0.9479,1.8325,0.1103,ambiguous,192
motiongpt,007409,20421609,0.004871377704011446,0.029468,0.0299,-0.000431,0.986,17.6,0.6875,5.7108,0.5422,ambiguous,192
motiongpt,007409,20421610,0.009821616840473953,0.018002,0.013219,0.004782,1.362,127.67,0.9974,2.5249,0.184,ambiguous,192
motiongpt,007459,20422608,0.0057631905299407185,0.006778,0.00103,0.005749,6.583,48.0,1.0,0.0484,0.1593,ambiguous,48
motiongpt,007459,20422609,0.0042846822021206845,0.005964,0.000473,0.005491,12.606,60.0,1.0,0.0279,0.1297,ambiguous,60
motiongpt,007459,20422610,0.0033759616146220627,0.004616,0.000386,0.00423,11.964,76.0,1.0,0.0289,0.0777,ambiguous,76
motiongpt,007540,20423608,0.0029690023414352226,0.003607,0.001284,0.002323,2.808,132.0,1.0,0.1683,0.8386,ambiguous,132
motiongpt,007540,20423609,0.0029690023414352226,0.003607,0.001284,0.002323,2.808,132.0,1.0,0.1683,0.8386,ambiguous,132
motiongpt,007540,20423610,0.0024118285919049885,0.002537,0.000384,0.002153,6.601,96.0,1.0,0.0365,0.8323,ambiguous,96
motiongpt,007624,20424608,0.004552470432932217,0.009092,0.006081,0.003011,1.495,20.5,0.9318,0.2615,0.3062,ambiguous,44
motiongpt,007624,20424609,0.0052124923771700036,0.00788,0.005018,0.002862,1.57,44.0,1.0,0.2158,0.0937,ambiguous,44
motiongpt,007624,20424610,0.011718572143765805,0.019194,0.006325,0.012869,3.035,44.0,1.0,0.272,0.1013,ambiguous,44
motiongpt,007626,20425608,0.007708827306984988,0.032114,0.030747,0.001367,1.044,13.8,0.8214,2.552,0.6687,ambiguous,84
motiongpt,007626,20425609,0.007708827306984988,0.032114,0.030747,0.001367,1.044,13.8,0.8214,2.552,0.6687,ambiguous,84
motiongpt,007626,20425610,0.007708827306984988,0.032114,0.030747,0.001367,1.044,13.8,0.8214,2.552,0.6687,ambiguous,84
motiongpt,007675,20426608,0.003070040554053376,0.004384,0.000993,0.003391,4.415,184.0,1.0,0.1817,0.9484,ambiguous,184
motiongpt,007675,20426609,0.00241367162557386,0.002921,0.000763,0.002158,3.829,184.0,1.0,0.1396,0.9202,ambiguous,184
motiongpt,007675,20426610,0.0024494129124465703,0.003871,0.001032,0.002839,3.75,192.0,1.0,0.1972,0.9822,ambiguous,192
motiongpt,007695,20427608,0.009952029090675493,0.037704,0.037293,0.000411,1.011,13.22,0.7755,7.2721,0.0685,locomotion,196
motiongpt,007695,20427609,0.01086448369623159,0.029698,0.024459,0.005239,1.214,29.25,0.9141,4.6717,0.3212,locomotion,192
motiongpt,007695,20427610,0.004029135513283716,0.0297,0.019641,0.010059,1.512,17.57,0.3203,3.7515,0.0981,locomotion,192
motiongpt,007715,20428608,0.005178585501735542,0.009852,0.006139,0.003714,1.605,128.0,0.9796,1.197,0.1326,locomotion,196
motiongpt,007715,20428609,0.007224666321327238,0.015427,0.01107,0.004357,1.394,75.2,0.9592,2.1587,0.6377,locomotion,196
motiongpt,007715,20428610,0.008194108861888531,0.018696,0.014012,0.004684,1.334,44.38,0.9056,2.7323,0.5223,locomotion,196
motiongpt,007742,20429608,0.0037398167616342517,0.004655,0.001657,0.002998,2.809,68.0,1.0,0.111,0.2796,ambiguous,68
motiongpt,007742,20429609,0.004941674852158015,0.006101,0.002336,0.003764,2.611,56.0,1.0,0.1285,0.6287,ambiguous,56
motiongpt,007742,20429610,0.0025536600946418934,0.002725,0.000343,0.002382,7.952,80.0,1.0,0.0271,0.0376,ambiguous,80
motiongpt,007777,20430608,0.006497153225999897,0.008671,0.00362,0.005051,2.395,44.0,1.0,0.1557,0.367,ambiguous,44
motiongpt,007777,20430609,0.006497153225999897,0.008671,0.00362,0.005051,2.395,44.0,1.0,0.1557,0.367,ambiguous,44
motiongpt,007777,20430610,0.0061576484219520436,0.007729,0.002834,0.004895,2.727,44.0,1.0,0.1219,0.0701,ambiguous,44
motiongpt,007811,20431608,0.0050657408253312105,0.018014,0.019952,-0.001938,0.903,24.25,0.7578,2.5339,0.9771,locomotion,128
motiongpt,007811,20431609,0.005076765455147096,0.018807,0.021722,-0.002915,0.866,24.88,0.7773,2.7587,0.9736,locomotion,128
motiongpt,007811,20431610,0.0050657408253312105,0.018014,0.019952,-0.001938,0.903,24.25,0.7578,2.5339,0.9771,locomotion,128
motiongpt,008069,20432608,0.007960337031316992,0.028889,0.026952,0.001937,1.072,20.94,0.8546,5.2557,0.1142,locomotion,196
motiongpt,008069,20432609,0.008502642027643864,0.029282,0.028261,0.001021,1.036,20.5,0.8542,5.3978,0.1706,locomotion,192
motiongpt,008069,20432610,0.007071148702424974,0.034325,0.03602,-0.001695,0.953,14.47,0.7161,6.8799,0.1407,locomotion,192
motiongpt,008087,20433608,0.003680459820803946,0.00412,0.000115,0.004004,35.672,40.0,1.0,0.0045,0.4511,in_place,40
motiongpt,008087,20433609,0.003680459820803946,0.00412,0.000115,0.004004,35.672,40.0,1.0,0.0045,0.4511,in_place,40
motiongpt,008087,20433610,0.003680459820803946,0.00412,0.000115,0.004004,35.672,40.0,1.0,0.0045,0.4511,in_place,40
motiongpt,008131,20434608,0.0020655692914422737,0.002175,0.001002,0.001173,2.171,124.0,1.0,0.1232,0.9858,ambiguous,124
motiongpt,008131,20434609,0.00421736775483929,0.005906,0.002802,0.003104,2.108,115.5,0.9315,0.3447,0.2346,ambiguous,124
motiongpt,008131,20434610,0.0033882408813775537,0.004635,0.002406,0.00223,1.927,124.0,1.0,0.2959,0.3013,ambiguous,124
motiongpt,008141,20435608,0.002527840577412031,0.004507,0.004451,5.6e-05,1.013,108.0,1.0,0.4763,0.1429,ambiguous,108
motiongpt,008141,20435609,0.0037622351172828064,0.005257,0.002544,0.002713,2.067,168.0,1.0,0.4248,0.1913,ambiguous,168
motiongpt,008141,20435610,0.0023062153530304637,0.0039,0.002773,0.001127,1.407,176.0,1.0,0.4852,0.2437,ambiguous,176
motiongpt,008152,20436608,0.008310470844890748,0.032334,0.034897,-0.002563,0.927,23.29,0.849,6.6653,0.1093,ambiguous,192
motiongpt,008152,20436609,0.0033265219356200665,0.005018,0.002362,0.002656,2.124,196.0,1.0,0.4606,0.1209,ambiguous,196
motiongpt,008152,20436610,0.001907020168101611,0.001752,0.000948,0.000804,1.848,196.0,1.0,0.1849,0.9951,ambiguous,196
motiongpt,008157,20437608,0.006780092923424145,0.025134,0.024786,0.000347,1.014,21.0,0.9187,1.9581,0.9785,ambiguous,80
motiongpt,008157,20437609,0.005951594301812804,0.023542,0.027483,-0.003941,0.857,19.0,0.8313,2.1712,0.9757,ambiguous,80
motiongpt,008157,20437610,0.004342631857983446,0.005809,0.002359,0.00345,2.463,80.0,1.0,0.1863,0.3394,ambiguous,80
motiongpt,008159,20438608,0.003836787524872367,0.00581,0.003687,0.002122,1.576,192.0,1.0,0.7043,0.197,ambiguous,192
motiongpt,008159,20438609,0.001094630057872594,0.019018,0.009339,0.009678,2.036,14.0,0.0729,1.7838,0.7502,ambiguous,192
motiongpt,008159,20438610,0.004463028473067827,0.009626,0.009567,5.9e-05,1.006,68.0,0.8854,1.8274,0.7339,ambiguous,192
motiongpt,008315,20439608,0.002449604575214503,0.024963,0.027071,-0.002108,0.922,18.4,0.371,3.3297,0.9844,locomotion,124
motiongpt,008315,20439609,0.0024703988112106706,0.02159,0.024915,-0.003324,0.867,19.17,0.4356,3.2638,0.9828,locomotion,132
motiongpt,008315,20439610,0.008808339572291851,0.038597,0.032369,0.006229,1.192,15.69,0.8226,3.9813,0.9676,locomotion,124
motiongpt,008333,20440608,0.005946568161441038,0.011647,0.007707,0.003939,1.511,84.0,1.0,0.6397,0.0401,ambiguous,84
motiongpt,008333,20440609,0.005822392097318028,0.015491,0.007025,0.008467,2.205,26.0,0.8667,0.4145,0.202,ambiguous,60
motiongpt,008333,20440610,0.005822392097318028,0.015491,0.007025,0.008467,2.205,26.0,0.8667,0.4145,0.202,ambiguous,60
motiongpt,008349,20441608,0.003023015416166328,0.004017,0.001563,0.002454,2.57,60.0,1.0,0.0922,0.4065,in_place,60
motiongpt,008349,20441609,0.004341289162488639,0.007002,0.003773,0.003228,1.855,39.0,0.975,0.2226,0.232,in_place,60
motiongpt,008349,20441610,0.004341289162488639,0.007002,0.003773,0.003228,1.855,39.0,0.975,0.2226,0.232,in_place,60
motiongpt,008382,20442608,0.008097631302279073,0.015441,0.008259,0.007181,1.869,44.25,0.962,0.7516,0.0762,in_place,92
motiongpt,008382,20442609,0.008097631302279073,0.015441,0.008259,0.007181,1.869,44.25,0.962,0.7516,0.0762,in_place,92
motiongpt,008382,20442610,0.008097631302279073,0.015441,0.008259,0.007181,1.869,44.25,0.962,0.7516,0.0762,in_place,92
motiongpt,008484,20443608,0.005130636228045927,0.008775,0.005894,0.002881,1.489,63.0,0.9844,0.3713,0.5922,ambiguous,64
motiongpt,008484,20443609,0.010194296014082732,0.022249,0.018744,0.003505,1.187,42.33,0.9922,1.1808,0.6862,ambiguous,64
motiongpt,008484,20443610,0.005787595967786192,0.008759,0.006876,0.001883,1.274,64.0,1.0,0.4332,0.0622,ambiguous,64
motiongpt,008517,20444608,0.0035662198137707936,0.005271,0.003609,0.001662,1.46,88.0,1.0,0.314,0.2421,in_place,88
motiongpt,008517,20444609,0.0023268061562304685,0.004621,0.004208,0.000414,1.098,88.0,1.0,0.3661,0.2934,in_place,88
motiongpt,008517,20444610,0.0023268061562304685,0.004621,0.004208,0.000414,1.098,88.0,1.0,0.3661,0.2934,in_place,88
motiongpt,008528,20445608,0.005232303647354556,0.009411,0.00486,0.004551,1.937,7.9,0.6583,0.2867,0.1119,ambiguous,60
motiongpt,008528,20445609,0.0065272413168385845,0.021387,0.014883,0.006504,1.437,22.8,0.8382,0.9972,0.199,ambiguous,68
motiongpt,008528,20445610,0.00860306213400417,0.0155,0.008103,0.007397,1.913,68.0,1.0,0.5429,0.6001,ambiguous,68
motiongpt,008664,20446608,0.0031197247093610455,0.005058,0.002117,0.002941,2.389,61.33,0.92,0.2096,0.388,ambiguous,100
motiongpt,008664,20446609,0.00321393015779876,0.005223,0.002117,0.003106,2.467,60.33,0.905,0.2096,0.4109,ambiguous,100
motiongpt,008664,20446610,0.00321393015779876,0.005223,0.002117,0.003106,2.467,60.33,0.905,0.2096,0.4109,ambiguous,100
motiongpt,008668,20447608,0.007864490355328563,0.011722,0.010444,0.001279,1.122,55.0,0.9821,0.8668,0.1714,ambiguous,84
motiongpt,008668,20447609,0.0027362229978570977,0.002966,0.001367,0.0016,2.17,104.0,1.0,0.1408,0.4467,ambiguous,104
motiongpt,008668,20447610,0.002524352257171236,0.002847,0.000817,0.002031,3.487,104.0,1.0,0.0841,0.9612,ambiguous,104
motiongpt,008775,20448608,0.003031136951273693,0.004097,0.000598,0.0035,6.857,160.0,1.0,0.095,0.8657,ambiguous,160
motiongpt,008775,20448609,0.002640635090754339,0.003704,0.000634,0.00307,5.841,192.0,1.0,0.1211,0.885,ambiguous,192
motiongpt,008775,20448610,0.002853147196338465,0.003635,0.000649,0.002986,5.604,148.0,1.0,0.0954,0.8468,ambiguous,148
motiongpt,008853,20449608,0.006664878188837309,0.011518,0.001832,0.009686,6.288,6.82,0.8523,0.0788,0.1684,ambiguous,44
motiongpt,008853,20449609,0.005999208580563972,0.010938,0.001904,0.009034,5.746,7.3,0.8295,0.0819,0.238,ambiguous,44
motiongpt,008853,20449610,0.005999208580563972,0.010938,0.001904,0.009034,5.746,7.3,0.8295,0.0819,0.238,ambiguous,44
motiongpt,008902,20450608,0.003533788066426406,0.004185,0.000953,0.003232,4.39,192.0,1.0,0.1821,0.3952,in_place,192
motiongpt,008902,20450609,0.0040073826634409015,0.008376,0.007898,0.000478,1.061,40.0,1.0,0.308,0.2773,in_place,40
motiongpt,008902,20450610,0.005562463601503418,0.007044,0.004393,0.002651,1.603,192.0,1.0,0.8391,0.6687,in_place,192
motiongpt,008904,20451608,0.004958017846309048,0.009247,0.007158,0.002089,1.292,64.0,0.9796,1.3958,0.6188,ambiguous,196
motiongpt,008904,20451609,0.0032941629843960094,0.007268,0.001284,0.005983,5.658,196.0,0.5,0.2505,0.6772,ambiguous,196
motiongpt,008904,20451610,0.008143188223561675,0.027821,0.016366,0.011456,1.7,10.39,0.6097,3.1913,0.2194,ambiguous,196
motiongpt,008934,20452608,0.007344052140678927,0.027517,0.026329,0.001188,1.045,16.4,0.8542,2.5012,0.9282,locomotion,96
motiongpt,008934,20452609,0.005799329279316075,0.03061,0.03132,-0.00071,0.977,18.22,0.82,3.1007,0.9764,locomotion,100
motiongpt,008934,20452610,0.006384139590463451,0.027163,0.029761,-0.002598,0.913,18.44,0.83,2.9464,0.9835,locomotion,100
motiongpt,008936,20453608,0.012764403442559245,0.054447,0.054202,0.000246,1.005,12.38,0.7734,3.4147,0.6815,ambiguous,64
motiongpt,008936,20453609,0.009383948886340445,0.019503,0.012878,0.006626,1.515,40.0,0.9375,0.8113,0.9668,ambiguous,64
motiongpt,008936,20453610,0.012764403442559245,0.054447,0.054202,0.000246,1.005,12.38,0.7734,3.4147,0.6815,ambiguous,64
motiongpt,009041,20454608,0.007181646583286748,0.016647,0.013224,0.003423,1.259,34.17,0.9491,1.415,0.0601,ambiguous,108
motiongpt,009041,20454609,0.007181646583286748,0.016647,0.013224,0.003423,1.259,34.17,0.9491,1.415,0.0601,ambiguous,108
motiongpt,009041,20454610,0.007184298185779453,0.016947,0.012896,0.00405,1.314,41.8,0.9676,1.3799,0.0638,ambiguous,108
motiongpt,009123,20455608,0.008237348219844436,0.091201,0.096238,-0.005037,0.948,6.5,0.4643,7.9878,0.9987,locomotion,84
motiongpt,009123,20455609,0.006643465640936252,0.092435,0.097285,-0.004851,0.95,6.0,0.4342,7.2964,0.999,locomotion,76
motiongpt,009123,20455610,0.004924035092858456,0.057935,0.058003,-6.7e-05,0.999,8.88,0.6339,3.1901,0.9993,locomotion,56
motiongpt,009351,20456608,0.004849658062068728,0.014063,0.011061,0.003002,1.271,46.5,0.8304,1.2277,0.1955,ambiguous,112
motiongpt,009351,20456609,0.003724177784656902,0.004809,0.000845,0.003964,5.691,112.0,1.0,0.0938,0.9281,ambiguous,112
motiongpt,009351,20456610,0.010468536317049689,0.043428,0.045948,-0.00252,0.945,12.54,0.7277,5.1002,0.0578,ambiguous,112
motiongpt,009405,20457608,0.00758819814619524,0.019052,0.015397,0.003655,1.237,20.73,0.8382,2.0786,0.7192,locomotion,136
motiongpt,009405,20457609,0.01558244124066942,0.031015,0.024537,0.006477,1.264,18.77,0.8971,3.3125,0.1587,locomotion,136
motiongpt,009405,20457610,0.007580217778142684,0.019043,0.015378,0.003666,1.238,20.73,0.8382,2.076,0.7218,locomotion,136
motiongpt,009410,20458608,0.0043394418390184635,0.007807,0.006621,0.001185,1.179,196.0,1.0,1.2912,0.2831,ambiguous,196
motiongpt,009410,20458609,0.0043394418390184635,0.007807,0.006621,0.001185,1.179,196.0,1.0,1.2912,0.2831,ambiguous,196
motiongpt,009410,20458610,0.0050326387947443665,0.006641,0.003494,0.003147,1.901,192.0,1.0,0.6674,0.3668,ambiguous,192
motiongpt,009443,20459608,0.005428997516199255,0.009512,0.004407,0.005105,2.158,130.0,0.9949,0.8594,0.459,ambiguous,196
motiongpt,009443,20459609,0.005914931262162932,0.007229,0.001627,0.005602,4.444,196.0,1.0,0.3172,0.153,ambiguous,196
motiongpt,009443,20459610,0.0059721403173879865,0.01091,0.00737,0.003541,1.48,126.33,0.987,1.4076,0.389,ambiguous,192
motiongpt,009449,20460608,0.0029839716052203393,0.003616,0.001453,0.002163,2.489,176.0,1.0,0.2542,0.2479,ambiguous,176
motiongpt,009449,20460609,0.00407508170800491,0.005127,0.001841,0.003285,2.784,164.0,1.0,0.3001,0.1857,ambiguous,164
motiongpt,009449,20460610,0.0035119192873331695,0.005017,0.001658,0.003359,3.026,108.0,1.0,0.1774,0.3961,ambiguous,108
motiongpt,009562,20461608,0.007729221190564007,0.055863,0.028256,0.027607,1.977,5.67,0.1012,2.3452,0.9781,locomotion,84
motiongpt,009562,20461609,0.007729221190564007,0.055863,0.028256,0.027607,1.977,5.67,0.1012,2.3452,0.9781,locomotion,84
motiongpt,009562,20461610,0.007729221190564007,0.055863,0.028256,0.027607,1.977,5.67,0.1012,2.3452,0.9781,locomotion,84
motiongpt,009710,20462608,0.003841443760660336,0.006023,0.000926,0.005097,6.505,54.33,0.9702,0.0768,0.5394,in_place,84
motiongpt,009710,20462609,0.0037634898244734197,0.006394,0.000851,0.005542,7.51,29.4,0.9187,0.0673,0.2127,in_place,80
motiongpt,009710,20462610,0.004229212892875332,0.004942,0.001654,0.003288,2.988,132.0,1.0,0.2166,0.5694,in_place,132
motiongpt,009716,20463608,0.0029125058039769646,0.003516,0.001274,0.002242,2.76,195.0,0.9949,0.2484,0.4173,ambiguous,196
motiongpt,009716,20463609,0.003846570866683559,0.004852,0.00162,0.003233,2.996,128.67,0.9847,0.3158,0.112,ambiguous,196
